ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
2007.003.BMP.DaHos,The Heart of the Community,2007,210 Guilford Avenue,,Danamarie Hosler,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,,,Outdoor,mural,,"2007.003.BMP.DaHos(3).jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/jna6Xvs7vvNewhMHa5SgwA/8cw97HWU0Bu1Pym3T3VMplGozxwcrAiW5899K8zF_ejnx2tFcZQcrHMEfrdDaz9f/w9jL-TvYEGvrFQkrsEOc1n6Kb87NtiUljR4Iv5CkvN4),2007.003.BMP.DaHos(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/RnffWA5cQBeW9Nm8DWeI7A/JlKRMGfiDFpP_f8u-OcTU5Frpr-g0x8AVCrgvtLxRalAaasrGctMq9QPxwiLLyMQ/C5RC50a4I4b1lC_YgEaLPSCGdyCGUmFfRp6JeR2ojKg),2007.003.BMP.DaHos.jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/GbzPcYkbHfTNWw7_UW2_sg/G73KKm1KmHob6gE4nwWjicf_2jFNNMiEvVANUukX_ebXqoCFQsjVA-iIihIJsbp0/RevY-OugpaQFGDlZmlsnfDGon_JzuqCB3P-L6JF44Ng)",,,,Female,,,,,,,,11,Downtown,Downtown/Seton Hill,6485,,,,,39.291898,-76.611243,
2007.008.BMP.StLeu,The Jungle of Inequity,2007,Holliday and Saratoga Streets,Intersection,Stephanie Leung,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,Baltimore Farmer's Market,,,Outdoor,mural,,,,,,Female,,,,,,,,11,Downtown,Downtown/Seton Hill,3967,,,,,39.29146211325886, -76.61031346272442,
2007.015.BMP.BiRem,Tiki's at the Market,2007,212 Holliday Street,,Bill Remington,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,"JFX Farmers Market, parking lot",Column in parking lot,,Outdoor,mural,one of many painted columns,,,Excellent Condition,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,9142,,,,,39.293062,-76.609712,
2007.019.XXX.MiSan,Ancestral Roots,2007,,Missing,Michelle Santos,Mural,,,,,,Pontella Mason,,8/25/2007,,Baltimore,MD,,,,,Indoor,,,"2007.019.XXX.MiSan-Photo2015.jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/GmTYwmxdPS8EA_PX-ihZvQ/ACt4AEURPk1-wktO2CaLjb-jxPRYNdlMW4rk6HhmExDKTjRlo31hcDOwa-y0DeLRZV9uRXAKZEFpxPmCnJh4GQ/nLrWikUV14F9PLxTMGi8XOYtPivCqNRUa2X0UgrKc1E),2007.019.XXX.MiSan-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/-BJcdxvVd1qkVsT0RBnLPA/gSaqCY6S7BTHOPRJRo3zPv1ksTVnM4f4l1BzIKiXZfwgpJFIisbZGTSa5iNMwJE52A8xTkwh7zMHcoVRYMzqwQ/0v9VttrjNXCe06FYabc88I4kRuhosknyLffvZBloga0),2007.019.XXX.MiSan-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/ckg23qSzj5Ap4ofyR53MEw/5ckuL1mARV_Cno4_A2sKyZHbbUjwDxDOoraF_WjpVR4_UXWXUSVfF7mk5guVPSy6AJYKCSPDhdfFzh17WRPXWQ/1UwRNpMrbU4lqP5ZdMq6wu57miL5dVpl1UAf6EVqu-U),2007.019.XXX.MiSan-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/FpcrOTJ-PlfA-CfMl1pJhA/XUElFOVVKzF_V3oZ1XcciNYmynigq7QpRZzbGnpniCbhK5AaiV-y0UR_8hc4UeM5M8Tt94ksDn4k-blMtDg-FA/12K508eeUJo5oWYl_EpWZFRhmGs8KlFB6hLMiBCQp8w)",,,,Female,,,,,,,,10,Cherry Hill,Cherry Hill,2736,,,,,39.2529063,-76.6233382,9/22/2022 9:24pm
2006.004.BMP.DaHos,,2006,Holliday and Saratoga Streets,Intersection,Danamarie Hosler,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,Baltimore Farmer's Market,,,,mural,,,,,,Female,,,,,,,,11,Downtown,Downtown/Seton Hill,2542,,,,,39.29146211325886,-76.61031346272442,
2006.017.BMP.AiRom,,2006,212 Holliday Street,,Aika Romulo,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,"JFX Farmers Market, parking lot",column in parking lot,,Outdoor,mural,one of many painted columns,,,Excellent Condition,,,,,checked,,,,,11,Downtown,Downtown/Seton Hill,3107,,,,,39.293062,-76.609712,
2006.011.BMP.AlMar,,2006,1425 Mulberry Street,,Aleksander Martray,Mural,in place,,,,,,,,,Baltimore,MD,21223,,on side of building,,Outdoor,mural,family overlooking a model of city streets,"2006.011.BMP.AlMar(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/NjIIfwA3K4HAaJKVgKwYeg/hHtpqxcjGL-I3WMw-uGXhlH4eEqfm-TGUtasZoB6VoAmXotFRAIIOx4FD0zfMqQ_/IGGv4VU-EpOwb79eaaoJqgkshCFy74uXOq3kVd4X3Es),2006.011.BMP.AlMar.jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/4KNhujge9Tk81YtFJb-QdQ/bmFFhuLodyZsaImhAbsgT5qgVPgeqQD-b6xkOSOcu0Gz2pgK5jUV9xXyHEIUvxXC/pbDrVEKqPnC6x-iBrYRttU9q9xrscNodU6saPvUoTuA)",,Good Condition,,Male,,,checked,,,,,9,Franklin Square,Southwest Baltimore,9918,,,,,39.292978,-76.640709,
2006.009.BMP.ChLaw,,2006,212 Holliday Street,,Charles Lawrence,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,"JFX Farmers Market, parking lot",column in parking lot,,Outdoor,mural,"one of many painted columns, colorful frogs",,,Excellent Condition,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,8298,,,,,39.293062,-76.609712,7/9/2019 4:29pm
2006.005.BMP.ShJam,,2006,610 S. Broadway,,Shawn James,Mural,,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21231,,,,Outdoor,mural,,"2006.005.BMP.ShJam(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/RRvAUNW2sbMj8_BgRKzkjw/2j6Ab1vMjbGvbMB4fpIBMPaEGVcSxdr441wjqfaKYOh2yVuehB4gWxdxo8zuUyp3/6HMex6iTQDJopf-sFEpvW2lhcJw_vuxLDm0tHyh4jGk),2006.005.BMP.ShJam.jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/u230lpYRBkHdY13cdt26-w/xnplfgQwjqder8BlTeWdlaF9_BbDIxzZy6ZMj3nV5-1r5g1t17Fma3bYYZtEXRPa/6zpFlq5pMEinTo3TKI7Sa-6TudpQ-EDLnzkI23LRfg0)",,,,Male,,,,,,,,1,Fells Point,Fells Point,3270,,,,,39.2846759,-76.593491,
2006.014.BMP.MiOwe,,2006,212 Holliday Street,,Michael Owen,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,"JFX Farmers Market, parking lot",column in parking lot,,Outdoor,mural,"one of many painted columns, boy picking apple",,,"Excellent Condition, tagged in graffiti",,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,6767,,,,,39.293062,-76.609712,7/9/2019 4:35pm
2006.012.BMP.GaMul,,2006,212 Holliday Street,,Gary Mullen,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,"JFX Farmers Market, parking lot",column in parking lot,,Outdoor,mural,"one of many painted columns, horse and carriage",,,Excellent Condition,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,6197,,,,,39.293062,-76.609712,7/9/2019 4:33pm
2006.006.BMP.GuJon,,2006,Holliday and Saratoga Streets,Intersection,Guy Jones,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,Baltimore Farmer's Market,,,Outdoor,mural,,,,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,7170,,,,,39.29146211325886,-76.61031346272442,
2006.010.XXX.ErMah,,2006,212 Holliday Street,,Erin Mahoney,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,"JFX Farmers Market, parking lot",column in parking lot,,Outdoor,mural,one of many painted columns,,,Excellent Condition,,Female,,,checked,,,,,11,Downtown,Downtown/Seton Hill,4227,,,,,39.293062,-76.609712,
2006.008.BMP.LyKis,,2006,27th Street and Greenmount Avenue,Intersection,Lyle Kissack,Mural,in place,,,,,Cinda Garcia,,,,Baltimore,MD,21218,,on side of building facing north side,,Outdoor,mural,imagery of children playing on streets,2006.008.BMP.LyKis.jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/GJmLt1ULa9bgzTo4MUx5HA/O2HZ5SD9vMo26OpPAn0Q1pLE0Z_fdC5UNUiU-UtcfT6SXJqoqrxpyTUOiwfbQ4Br/gyOxLmL6FIHuK-brRv35QSlQZoVTu65Otpg90K_BO88),,Excellent Condition,,Male,,,checked,,,,,14,Better Waverly,Greater Charles Vill./Barclay,8933,,,,,39.320680,-76.609291,
2006.002.BMP.LaEmb,,2006,212 Holliday Street,,Laura Emberson,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,"JFX Farmers Market, parking lot",column in parking lot,,Outdoor,mural,"one of many painted columns, farmers in fields. ",,,Excellent Condition,,Female,,,checked,,,,,11,Downtown,Downtown/Seton Hill,4896,,,,,39.293062,-76.609712,7/9/2019 4:26pm
2006.018.BMP.NiTol,,2006,Holliday and Saratoga Streets,Intersection,Nicolas Tolls,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,Baltimore Farmer's Market,,,,mural,,,,,,,,,,,,,,11,Downtown,Downtown/Seton Hill,5925,,,,,39.2914621132588,-76.6103134627244,
2006.019.BMP.ChCar,,2006,1327 Washington Boulevard,,Charles Carroll,Mural,in place,Mayor & City Council,Baltimore City Public Schools,,Baltimore Mural Program (BOPA),"""Donald Tyson-Bey, Jr.""",,,,Baltimore,MD,21230,Barrister School (interior),,Charles Carroll Barrister ES,Indoor,mural,,,,The artist name may be inaccurate,,Male,,,,,,,,10,Washington Village/Pigtown,Washington Village,1634,,,,,39.279743,-76.635945,5/15/2019 4:11pm
2006.016.BMP.BiRem,,2006,212 Holliday Street,,Bill Remington,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,"JFX Farmers Market, parking lot",column in parking lot,,Outdoor,mural,one of many painted columns,,,Excellent Condition,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,6998,,,,,39.293062,-76.609712,
2006.003.PfA.DaHes,Baltimore Passage,2006,E. Lombard Street median between Albermarle Street and S. High Street,Block,David Hess,Sculpture,in place,,,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21202,Albermarle Square,Median on East Lombard Street between Abermarle & High,Albermarle Square,Outdoor,"copper,stainless steel",Cooper boat shaped sculpture with a Stainless steel ball mounted to the top,,,Damaged - In need of repair,,Male,,,,,,,node/6218922014,12,Jonestown,Jonestown/Oldtown,7961,,Damage assessment (2010),Vehicle damage to sculpture - requires significant repair,,39.288765,-76.603488,9/23/2022 12:17pm
2006.011.XXX.SeOno,Ecstacy of Love,2006,,Missing,Setsuko Ono,Sculpture,in place,Mayor & City Council,,Downtown Partnership of Baltimore,,,,,,Baltimore,MD,,,,McKeldin Square,Outdoor,,,"712b_Ono S_2005.jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/Uak0zHbxunUlzywQyv7nfQ/OexfxjDHdCeClekU47VMNg8Au93Wfcx7b9DqwDZ4BCjZu6bsVUESxdfiHo_h1U1b/qWO44Ve2A32Sf-mFFHbu_3lwEgWTrbq76N1g7-lS-5M),712a_Ono S_2005.jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/InwMnbpxiaxiahguq77DnQ/1QvCkmWnri7IH56oiafMb5C-anyFzbS-gsKHbH5IS4j8hPuHCNucUoWqrQ-f5zsg/slst2gcMrHS2Xd188-7W8Vq1mNbH4e0WnAjRBJmP1hk),712_Ono S_2005.jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/-VLclazV7W-P1UNSAo8D7A/lVHQIXrAh2eJXFvVBcXV9p6pAvYNQ0S7h9hwGLamxFAvaCS7dv80fJyZV679oUrx/ODM3u6PQC3oYd6JW7NMG-0PHUAgR-LLPvBIFParp4OE)",,Relocated and reinstalled following the demolition of the McKeldin Fountain,412 x 244 x 304 cm. (13.5 x 8 x 10 ft.),Female,,,,,,,,,,,6930,,,,,39.2862564,-76.6130009,8/1/2021 10:41pm
2006.013.BMP.KiNgu,Globe,2006,212 Holliday Street,,Kien Nguyen,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,"JFX Farmers Market, parking lot",column in parking lot,,Outdoor,mural,one of many painted columns,,,Excellent Condition,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,2710,,,,,39.293062,-76.609712,
2006.015.BMP.JeRat,Hampden's Congressional Medal of Honor Winners,2006,929 W. 36th Street,,Jennifer Rattigan,Mural,in place,,,,,Robert Hieronimus,,,,Baltimore,MD,21211,,"On front side of building, 3rd floor",,Outdoor,mural,painted American flag commemorating Hampden,2006.015.BMP.JeRat.jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/Cn82Euz-5mAOmYC9gBOcTw/rQhIgiDPebpFKCK2Hwxca99aot42KRpqxDqP4rCuGkk3OiguJBUjzGIN2ZjVRYPj/YWYHuX4KMSRaZsB6_tH-OLLomGY2yJujWz1BhhiRElM),,Excellent Condition,,Female,,,checked,,,,,14,Hampden,Medfield/Hampden/Woodberry/Remington,8436,,,,,39.330965,-76.632410,12/21/2021 11:08pm
2006.007.BMP.MiKir,The Fertility,2006,3801 Eastern Avenue,,Michael Kirby,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21224,,,,Outdoor,mural,,,,,,Male,,,,,,,,1,Brewers Hill,Highlandtown,2481,,,,,39.286546,-76.564761,
,Frederick Douglass,2006,,,Marc Andre Robinson,"Sculpture,Bust",in place,,,,,,,6/1/2006,,Baltimore,MD,,Frederick Douglass-Isaac Myers Maritime Park,,,Outdoor,bronze,,,Frederick Douglass,,,Male,,,,,,,node/8972745102,,,,,,,,,39.2794375, -76.5962981,9/22/2022 7:01pm
2006.001.XXX.KoBog,Frank Zappa,2006,3601 Eastern Avenue,,Konstantinas Bogdanas,"Sculpture,Bust",in place,Mayor & City Council,Enoch Pratt Free Library,,,,,9/20/2010,,Baltimore,MD,21224,"Southeast Anchor Branch, Enoch Pratt Free Library",Front of building - at corner of Eastern Avenue & Conkling Street,"""Southeast Anchor Branch, Enoch Pratt Free Library""",Outdoor,"stainless steel pedestal,bronze",Bust of Frank Zappa on stainless steel rod shapped pedestal - Installed 2010,,Frank Zappa,,,,,in good condition,,,,,node/7833983980,2,Highlandtown,Highlandtown,8824,,Condition assessment (),in good condition,,39.2866425640619,-76.5668091486548,8/21/2020 10:47pm
2005.013.BMP.PeWar,,2005,4501 Curtis Avenue,,Peggy Ward,Mural,demolished,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21226,,,,Outdoor,mural,,,,Demolished around 2020 https://www.cbsnews.com/baltimore/news/beloved-curtis-bay-mural-to-be-torn-down-residents-hope-its-preserved/,,Female,,,,,,,,10,Curtis Bay Industrial Area,Brooklyn/Curtis Bay/Hawkins Pt,8523,,,,,39.2250390050548,-76.5868010773662,9/22/2022 11:26pm
2005.003.BMP.KiJac,,2005,1713 Pennsylvania Avenue,,Kirk Jackson,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21217,,,,Outdoor,mural,,"2005.003.BMP.KiJac(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/ZMyk5t8doBsAreQ1hl3M8Q/9xZfuzP9U8Flq7U3iadPnNJFOxduh--qcu3UkgVMiu10-5TGfVKIz71R8j0EJBve/zWAStZp1jF0IodF4zbi2GTV82mUTtvi9BkfFudV_Qo0),2005.003.BMP.KiJac.jpg (https://v5.airtableusercontent.com/v1/11/11/1669960800000/e4WGPgP_zz92SYQaFtmlBw/uZWpcWSeS4SYNwcT8mDJmAESZFhtF3G6u1mp0SMypDVdwBcNv4WYDRJtL8qiF6wS/urmAcH1zFRk5OmZgGENlCBVYdTVc4zVkuuVWiy5JO6A)",,,,Male,,,,,,,,11,Upton,Upton/Druid Hts,8840,,,,,39.303927,-76.634970,8/19/2019 10:46am
2005.002.BMP.StEdm,,2005,Howard Street Bridge,,Stan Edmister,,in place,,,,,,,,,Baltimore,MD,21218,Howard St. Bridge over Jones Falls Expressway,Howard St. Bridge over JFX,,Outdoor,bridge repainting,Bridge,"2005.002.BMP.StEdm-Photo2005.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/44DKQTCeJQLp65-euyuNLw/XLPCYdf67eOcUlaN6hzJDh6ABmU4Wgu_Qqb9RiVes-FFTPhv9kUH5wDtmux4aimck6OODIbMqFz2ITvoMB0VMA/0HNuB17-lNPBPT0hN3uXkotVumzPlF_7HTo-_7ylaas),2005.002.BMP.StEdm-Photo2005 (7).JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/VnBxlIcsPh1AWMlw6PwQxQ/KA2D_k5KBO0tkbRiDIC3N1vWzVvf7bkQfDk1nLAfVQ4nKclZUHxFoxtFsGUvdGYIKMez8t0DotwHQtF-2qZCQw/vgmof2h9QhBrLkyK4z610NhUAT2FsJQkXKk4HLuma4Y),2005.002.BMP.StEdm-Photo2005 (4).JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/Uf9riz0ixt687QGB4LI4XQ/JtI4DLQdx222l298Ji6qVNd4yLJjxd8KN7ThSYP6XlRkHiIaowmXAd-1WuSMxkylFCcqPTwXgQ8WYAKQ7mExww/22yhSlOlPtEw-iAcVXNwyV4E6y93zB11DvXBwVz-bIY),2005.002.BMP.StEdm-Photo2005 (3).JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/4phGakbcVI0rLtnZvIe2bw/XgBztGmk6tGewxcfYRKLmVrTSzLIdAiCoXNIj3Z9k5viiXGlkoEYialkOW2V7tCC0ub1vA48dpeuOsL4x9ITbA/SdAe-veAB4roPCasAkPMmE3cdyoHYfCaJq3WZzxnI3A)",,,,Male,,"Graffiti on both sides of the bridge, particularly the south side, paint and colors still vibrant",,,,,,12,Charles North,Midtown,4868,,Condition assessment (2005),"Graffiti on both sides of the bridge, particularly the south side, paint and colors still vibrant",,39.309275,-76.620066,10/3/2019 5:00pm
2007.011.BMP.PoMas,"""Bebop"" Charlie Parker and Bettie Carter",2005,Holliday and Saratoga Streets,Intersection,Pontella Mason,Mural,missing,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21205,Baltimore Farmer's Market,,,,mural,,,,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,9383,,,,,39.29146211325886,-76.61031346272442,12/1/2022 10:14pm
,Arbor,2005,801 N. Calvert Street,,David Hess,Sculpture,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21202,Mount Vernon Children's Park,,,Outdoor,stainless steel,,,,,18' x 16' x 14',Male,,,,,,,node/9234204257,,,,,,,,,39.2988582,-76.6127720,9/22/2022 6:59pm
2005.009.XXX.SeOno,Dreams,2005,Baltimore and Charles Streets,Intersection,Setsuko Ono,Sculpture,,,,,,,,,,Baltimore,MD,21201,"Hopkins Plaza, just outside Mercantile Building",Inside Plaza,,Outdoor,painted steel,Purple and Gold painted Steel,714_Ono S_2005.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/G1uNtMytzfcZ-DvsZRzp5Q/na80ADbu4zl_T58v0noKoO-lzIxkqhrtZmCw90JnWW-GjqpeXxhIJolCN0e51pAu/1tGJRGqGWBbxWBZkbd6FPfAOQf6_DYR-eTe7rDsKEtI),,Excellent Condition,,Female,,,,,,,,11,Seton Hill,Downtown/Seton Hill,4558,,Condition assessment (2009),"paint is flaking off, guano, cleaning required",,39.294880000000035,-76.62253999999996,10/3/2019 10:08pm
2006.20.XXX.SeOno,Ecstasy of Love,2005,Light & Pratt Streets,Intersection,Setsuko Ono,Sculpture,,,,,,,,,,Baltimore,MD,21201,McKeldin Square in Inner Harbor,Inside Fountain,,,stainless steel,Stainless Steel Sculpture of Woman Dancing,,,Excellent Condition,,Female,,,,,,,,11,Seton Hill,Downtown/Seton Hill,4508,,Condition assessment (2009),"water chlorine buildup, needs cleaning",,39.294880000000035,-76.62253999999996,
2005.001.BMP.RoCar,Firebird,2005,1040 Park Avenue,,Rodney Carroll,Sculpture,in place,,,,,,,,,Baltimore,MD,21201,Symphony Center Plaza,Near Meyehoff Symphony Hall,,Outdoor,,Poetic interpretation of Igor Stravinsky's 1910 ballet suite The Firebird,"2005.001.BMP.RoCar-Photo2005.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/IJSSauxV5nq-WSio364t7w/5Jz0Ji1gC3EAFbI8hLlBfFwkZD9TjrcPc0fHBjFAxRcMFZVdbTvQJizap5ygzf348wud75e_VfrtDkH7NZ68Fg/Obyc_4ue2LHBA77Dgosnaa8eUTgh7DFj3PZq51u_Z1c),2005.001.BMP.RoCar-Photo2005 (5).JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/UD95PJjEG3TEwuPVb3j00A/ag3kc1fCQ4CRqE_dzyPEeFb9nRmdBcUjx3PxpIUCC8OloZDd-rHjpvSgIfl6EkDjyPl1r_1XXmvk4ypejwkzeg/THxwoRoIj7_j_bsVbzdWEpDNCrYQzWzlNS7w7XXnF0o),2005.001.BMP.RoCar-Photo2005 (4).JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/AixsrviAp4SsLpnvQol3Sg/8DzuFKm1wz8gn3yd0o8stMZJjfiGk3BECkR5OfDx7VBdeR_JX0Oaf73z9Ae3zW7uZZTCd9z0lbsqCD6PMA5rPA/cb9OMERwzDeOyeCZlhVONjoJAWDUqV_556WYcrn4wcc),2005.001.BMP.RoCar-Photo2005 (3).JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/A6xQLkAC1mhdfzRBAKgrAw/nQb69d7jqXb_oOqCIvOwBT0_xg79F3yaVaBYcsSHOzigynuxUd1TiA4wTEKji6e2YmBtct3SI6ZNVg_jkPvM0A/U-5yIvTH7nRn6mXgRAbgCEKdFTOyFNOo_nZPiCijx8E),2005.001.BMP.RoCar-Photo2005 (2).JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/xKJPF9kVLSKkVvCt7EwYdw/WJUDHUtOwgfmqwHK7XcBBO_Q5cvnRl30gPAKRvyorshZvsvvI3iKxAB_bFiMhxRtg4sJjd400I-IXpOsYdNh0w/aeuP3Em4N38aFic4BGdn_Y8Vn75-SAsOntyM-v6Fg6A),2005.001.BMP.RoCar.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/lzbKagblWTAJygSHk_XL9w/RzAbDERZR8VC8E8PYgLlG-90Y5faA9CBkSQFxFHJsSDrz2ZjpCj7wkDpJis3vWsg/RWDmv9DZPH231_nxsLfQ4P0SWww8UKSicer8TZZbCb8)",,Excellent condition; dedicated 6/20/05,,Male,,,,,,,node/2393510927,11,Mid-Town Belvedere,Midtown,9058,,,,,39.303955,-76.620102,
